event_id,event_date,affected_city,disruption_type,severity_level,duration_days,delay_caused_days,estimated_cost_impact_inr,transport_mode_affected,disruption_occurred
EVT00635,2022-10-15,Ahmedabad,Political Unrest,Medium,13,7,4467656.6,Road,1
EVT00636,2024-03-17,Kolkata,Cyclone,Critical,13,22,1730479.88,Road,1
EVT00637,2022-05-06,Indore,Heavy Snowfall,High,13,17,484134.56,Road,1
EVT00638,2023-01-06,Bangalore,None,Low,0,0,5752.63,Road,0
EVT00639,2022-02-26,Chennai,Road Accident,High,21,25,1706732.61,Road,1
EVT00640,2021-04-11,Mumbai,Strike,Low,10,10,3428225.38,Road+Rail,1
EVT00641,2024-02-18,Pune,Cyclone,High,8,17,2335232.52,Rail,1
EVT00642,2023-04-06,Kolkata,Road Accident,Medium,19,14,3304488.48,Road,1
EVT00643,2024-02-17,Lucknow,Fuel Shortage,Low,17,13,4190212.86,Rail,1
EVT00644,2022-12-22,Nagpur,Infrastructure Failure,Low,5,15,4044163.87,Road,1
EVT00645,2022-07-23,Delhi,Cyclone,Medium,9,2,4036052.91,Rail,1
EVT00646,2021-05-30,Mumbai,Political Unrest,Low,10,23,3984836.45,Rail,1
EVT00647,2021-07-09,Delhi,Political Unrest,Critical,4,3,164286.96,All,1
EVT00648,2021-07-06,Bangalore,Heavy Snowfall,Low,6,25,4452649.93,Air,1
EVT00649,2024-01-20,Pune,Flood,High,6,23,103533.42,All,1
EVT00650,2024-02-05,Kolkata,Heatwave,Medium,6,2,149790.24,Rail,1
EVT00651,2023-06-09,Kolkata,Fuel Shortage,Critical,2,7,197490.42,Air,1
EVT00652,2024-03-04,Kolkata,Heavy Snowfall,Low,1,8,629826.19,Road+Rail,1
EVT00653,2021-06-28,Indore,Strike,High,2,24,4315625.72,Road+Rail,1
EVT00654,2022-09-28,Indore,Pandemic,High,13,13,3723831.03,Road,1
EVT00655,2022-02-02,Pune,Infrastructure Failure,Low,3,13,315510.68,Air,1
EVT00656,2023-07-20,Bangalore,Cyclone,Low,21,4,1238257.6,All,1
EVT00657,2022-06-18,Pune,Flood,Low,9,23,3672656.71,All,1
EVT00658,2022-10-11,Pune,Political Unrest,Low,2,3,2590845.56,All,1
EVT00659,2022-08-16,Indore,Heatwave,High,1,5,1061512.48,Road,1
EVT00660,2023-07-14,Kanpur,Pandemic,Medium,13,3,4005098.06,Air,1
EVT00661,2023-06-03,Bangalore,Fuel Shortage,Medium,8,10,598927.84,Road+Rail,1
EVT00662,2023-04-09,Kanpur,Fuel Shortage,High,13,18,1172392.66,All,1
EVT00663,2022-04-16,Jaipur,Political Unrest,Critical,21,7,4929990.5,Road,1
EVT00664,2021-05-28,Bhopal,Fuel Shortage,High,10,23,1697146.83,Road,1
EVT00665,2021-11-27,Nagpur,Heavy Snowfall,Medium,18,4,1377285.65,Rail,1
EVT00666,2024-03-03,Bangalore,Heavy Snowfall,Medium,4,24,1173036.81,Road,1
EVT00667,2022-05-06,Chennai,Heavy Snowfall,High,15,7,901964.54,All,1
EVT00668,2021-02-08,Nagpur,Flood,Critical,15,22,964141.86,Rail,1
EVT00669,2022-10-27,Indore,Road Accident,High,9,7,952095.31,Rail,1
EVT00670,2021-07-06,Delhi,None,Low,0,0,1872.82,Road+Rail,0
EVT00671,2022-03-07,Chennai,Political Unrest,Low,15,19,2201415.35,Road+Rail,1
EVT00672,2024-03-02,Mumbai,Pandemic,High,12,5,869720.37,Road,1
EVT00673,2022-11-04,Kanpur,Infrastructure Failure,Critical,20,22,2662366.08,All,1
EVT00674,2022-07-23,Kanpur,None,Low,1,0,3126.84,Rail,0
EVT00675,2023-09-02,Mumbai,Cyclone,High,17,8,595859.35,Road,1
EVT00676,2023-11-03,Surat,Strike,Medium,6,4,4486353.41,Air,1
EVT00677,2024-03-18,Ahmedabad,Heavy Snowfall,Medium,14,14,2262726.87,All,1
EVT00678,2023-09-11,Jaipur,Infrastructure Failure,Critical,13,11,4771052.39,All,1
EVT00679,2021-07-06,Surat,Road Accident,Critical,19,5,4066184.34,All,1
EVT00680,2024-02-01,Bangalore,Road Accident,Critical,7,22,1767394.86,Air,1
EVT00681,2022-03-24,Delhi,Road Accident,Low,20,12,2803971.53,Road+Rail,1
EVT00682,2022-10-23,Pune,Pandemic,Low,4,5,2511064.92,All,1
EVT00683,2021-12-18,Jaipur,Heatwave,High,3,21,1803399.98,Road,1
EVT00684,2023-03-15,Nagpur,Heavy Snowfall,Critical,18,21,430055.81,All,1
EVT00685,2021-08-17,Bhopal,Pandemic,Medium,7,23,624715.62,Road,1
EVT00686,2022-06-27,Hyderabad,Strike,Medium,12,17,1555523.84,Road,1
EVT00687,2022-01-20,Mumbai,Pandemic,Medium,14,25,4551439.2,All,1
EVT00688,2024-04-06,Chennai,None,Low,0,0,9584.46,Road,0
EVT00689,2022-11-27,Chennai,Fuel Shortage,Low,20,12,1248266.28,Road+Rail,1
EVT00690,2022-08-21,Bhopal,Political Unrest,Low,17,14,571929.48,All,1
EVT00691,2022-12-04,Surat,None,Low,0,0,8899.45,Road,0
EVT00692,2022-09-08,Nagpur,Strike,High,17,23,319669.21,Air,1
EVT00693,2023-05-06,Ahmedabad,Heavy Snowfall,Medium,3,15,533075.39,Rail,1
EVT00694,2023-10-29,Bangalore,Fuel Shortage,Medium,11,20,3129880.12,Road,1
EVT00695,2022-02-01,Pune,Heavy Snowfall,High,4,20,396810.73,All,1
EVT00696,2023-10-24,Mumbai,Heatwave,Critical,16,23,3243793.6,Air,1
EVT00697,2021-02-28,Delhi,Cyclone,Low,12,22,3584619.3,Air,1
EVT00698,2022-05-14,Bhopal,Road Accident,High,1,12,2559862.34,All,1
EVT00699,2021-02-25,Surat,Political Unrest,Medium,13,5,4043930.31,Road+Rail,1
EVT00700,2024-04-15,Pune,Heatwave,Medium,10,9,3777590.77,Road+Rail,1
EVT00701,2022-07-06,Lucknow,Heatwave,Medium,11,14,3100417.16,All,1
EVT00702,2021-09-20,Pune,Political Unrest,High,17,2,4577214.25,Rail,1
EVT00703,2022-11-11,Pune,Road Accident,Medium,3,2,4495040.12,Air,1
EVT00704,2021-01-25,Jaipur,Pandemic,High,9,4,1240645.09,Road,1
EVT00705,2021-02-27,Delhi,Cyclone,High,8,5,3082394.93,Road,1
EVT00706,2022-06-18,Kanpur,Flood,Low,13,15,1039481.28,Road+Rail,1
EVT00707,2022-03-29,Hyderabad,Strike,Critical,20,10,4487633.36,Air,1
EVT00708,2021-06-18,Chennai,Cyclone,Medium,4,8,4393708.23,Road+Rail,1
EVT00709,2021-08-03,Surat,Fuel Shortage,Medium,10,8,2781247.55,Road,1
EVT00710,2023-11-13,Kanpur,Heatwave,Medium,16,4,350615.98,Rail,1
EVT00711,2023-06-01,Kanpur,Pandemic,Critical,1,9,2231017.78,Road,1
EVT00712,2022-07-21,Bhopal,Road Accident,Medium,9,8,2697966.06,Road,1
EVT00713,2022-09-24,Surat,Political Unrest,Critical,18,22,959300.96,Road,1
EVT00714,2022-07-03,Delhi,Flood,Low,16,20,3082960.27,All,1
EVT00715,2021-01-20,Indore,None,Low,0,0,6373.0,Air,0
EVT00716,2023-02-06,Bangalore,Cyclone,Critical,19,23,4235370.36,Road+Rail,1
EVT00717,2023-03-02,Delhi,Heavy Snowfall,Medium,20,4,2214534.89,Rail,1
EVT00718,2021-07-13,Chennai,Cyclone,Low,1,1,2456251.06,Rail,1
EVT00719,2021-12-16,Ahmedabad,Political Unrest,Medium,15,5,3475808.83,Rail,1
EVT00720,2022-09-08,Nagpur,Heatwave,Medium,19,17,3837772.26,Air,1
EVT00721,2021-06-24,Bangalore,Fuel Shortage,Critical,20,11,4267892.61,Road,1
EVT00722,2021-10-26,Indore,Fuel Shortage,High,1,14,555872.54,All,1
EVT00723,2023-07-24,Indore,Pandemic,Medium,12,14,1056420.73,All,1
EVT00724,2023-05-20,Pune,None,Low,1,0,8074.49,All,0
EVT00725,2023-05-01,Ahmedabad,Strike,Low,6,15,4704450.14,Air,1
EVT00726,2024-03-15,Delhi,Strike,Low,15,25,3455398.24,Air,1
EVT00727,2023-12-13,Hyderabad,Cyclone,Low,14,1,2417039.11,Road,1
EVT00728,2021-02-23,Surat,Cyclone,Critical,15,14,1695109.34,Air,1
EVT00729,2023-12-24,Surat,Heatwave,High,19,24,4619429.98,Air,1
EVT00730,2023-04-01,Kanpur,Pandemic,Medium,18,21,4147646.65,Air,1
EVT00731,2022-01-16,Delhi,Road Accident,Critical,14,9,2032446.15,Air,1
EVT00732,2024-02-16,Ahmedabad,Flood,Low,20,2,3796679.73,Road+Rail,1
EVT00733,2022-07-28,Ahmedabad,Heavy Snowfall,Low,2,9,4583494.08,Road+Rail,1
EVT00734,2021-11-10,Hyderabad,Infrastructure Failure,Critical,13,1,2556178.55,Air,1
EVT00735,2021-05-29,Indore,Strike,High,15,22,791462.82,All,1
EVT00736,2022-08-16,Ahmedabad,Fuel Shortage,Critical,13,6,638821.06,Road+Rail,1
EVT00737,2023-11-18,Kolkata,Heavy Snowfall,Low,10,23,3464734.53,Road,1
EVT00738,2021-01-07,Chennai,Flood,Medium,16,14,4141462.62,Road+Rail,1
EVT00739,2022-03-13,Mumbai,Heatwave,High,3,8,2250534.53,Road+Rail,1
EVT00740,2022-08-04,Hyderabad,Political Unrest,Medium,8,19,2152489.09,All,1
EVT00741,2023-09-27,Jaipur,Infrastructure Failure,High,3,13,670944.73,Road,1
EVT00742,2021-12-04,Hyderabad,Heavy Snowfall,High,14,6,4923165.55,Rail,1
EVT00743,2021-05-19,Nagpur,Fuel Shortage,Medium,4,24,4432075.39,Air,1
EVT00744,2021-12-25,Pune,Heavy Snowfall,Low,7,24,1830923.61,All,1
EVT00745,2022-03-20,Nagpur,Pandemic,Medium,8,17,3117133.11,Air,1
EVT00746,2023-12-16,Mumbai,Heatwave,Critical,3,21,3413920.36,Road,1
EVT00747,2022-07-19,Hyderabad,Fuel Shortage,High,17,7,2422799.22,All,1
EVT00748,2021-03-22,Kanpur,Flood,Medium,2,23,2551028.58,All,1
EVT00749,2021-08-07,Mumbai,Political Unrest,Critical,9,9,2044958.21,Rail,1
EVT00750,2022-09-18,Bangalore,Infrastructure Failure,Low,18,16,890509.62,Air,1
EVT00751,2022-08-29,Bhopal,Cyclone,Low,15,4,4713124.01,Air,1
EVT00752,2021-06-18,Bangalore,Pandemic,Critical,21,12,574611.29,Road+Rail,1
EVT00753,2022-07-17,Lucknow,Infrastructure Failure,Critical,9,7,2326301.13,Road+Rail,1
EVT00754,2023-03-14,Kanpur,Strike,Low,15,9,2038666.7,Road+Rail,1
EVT00755,2021-01-31,Indore,Road Accident,Critical,20,9,3419714.25,Road,1
EVT00756,2022-06-06,Jaipur,Infrastructure Failure,Critical,3,15,536557.25,Rail,1
EVT00757,2022-07-01,Surat,Pandemic,Low,9,12,3340656.4,Rail,1
EVT00758,2022-07-16,Delhi,Heatwave,Medium,9,1,4228502.04,Road,1
EVT00759,2021-10-14,Chennai,Flood,High,12,17,3586293.81,Road,1
EVT00760,2023-08-01,Pune,Road Accident,Critical,8,5,399416.05,All,1
EVT00761,2022-02-27,Mumbai,Political Unrest,High,15,3,866864.44,Road+Rail,1
EVT00762,2022-06-02,Surat,Heavy Snowfall,Critical,2,14,767271.93,Road+Rail,1
EVT00763,2021-05-17,Mumbai,Political Unrest,Critical,5,20,171067.49,Road+Rail,1
EVT00764,2022-02-20,Bhopal,Strike,Critical,18,18,1934815.04,All,1
EVT00765,2023-07-12,Bhopal,Strike,High,8,14,3018633.05,Road,1
EVT00766,2021-01-05,Indore,Infrastructure Failure,Critical,15,22,2706366.21,Road,1
EVT00767,2021-03-02,Nagpur,Strike,Medium,7,10,244469.22,All,1
EVT00768,2021-01-29,Hyderabad,Road Accident,Critical,11,2,4798129.08,All,1
EVT00769,2021-06-14,Nagpur,Infrastructure Failure,Medium,20,2,4937764.73,Road,1
EVT00770,2022-12-09,Nagpur,Political Unrest,Low,11,13,4725228.19,Rail,1
EVT00771,2023-04-18,Surat,Infrastructure Failure,High,19,19,1899820.43,Road+Rail,1
EVT00772,2022-11-02,Lucknow,Cyclone,High,10,14,4572230.28,All,1
EVT00773,2021-01-19,Bangalore,Infrastructure Failure,Low,11,8,2620031.67,Road,1
EVT00774,2024-03-28,Indore,Heavy Snowfall,Low,8,25,1739761.91,All,1
EVT00775,2021-05-02,Chennai,Heatwave,Medium,9,3,2758366.05,Rail,1
EVT00776,2024-03-24,Chennai,None,Low,1,0,8914.32,All,0
EVT00777,2023-09-12,Bhopal,Road Accident,Critical,14,23,1641311.61,Road,1
EVT00778,2022-09-08,Chennai,Flood,Low,1,21,3685877.17,Rail,1
EVT00779,2021-08-29,Mumbai,None,Low,1,0,6685.84,Rail,0
EVT00780,2023-02-13,Ahmedabad,Pandemic,Critical,15,8,2168573.53,All,1
EVT00781,2021-08-25,Nagpur,Pandemic,Low,1,8,1481910.01,Air,1
EVT00782,2021-05-14,Kanpur,Flood,Critical,5,23,2549997.38,Air,1
EVT00783,2023-10-19,Lucknow,None,Low,0,0,2004.76,Road+Rail,0
EVT00784,2023-02-27,Kanpur,Strike,Low,9,21,2230581.64,All,1
EVT00785,2023-11-20,Bangalore,Road Accident,High,18,11,549035.12,Road+Rail,1
EVT00786,2022-07-25,Pune,Road Accident,High,7,14,3101755.78,All,1
EVT00787,2022-07-10,Lucknow,Heavy Snowfall,Low,12,3,611595.55,Road+Rail,1
EVT00788,2021-06-26,Delhi,Cyclone,High,17,15,3874626.69,Road,1
EVT00789,2024-03-16,Hyderabad,Heavy Snowfall,Low,9,8,1938138.84,Road,1
EVT00790,2021-08-25,Kolkata,None,Low,1,0,9253.12,Road,0
EVT00791,2024-02-10,Nagpur,Infrastructure Failure,Medium,5,13,4267104.82,Road+Rail,1
EVT00792,2023-01-28,Kanpur,Road Accident,Critical,17,1,1828961.65,Road+Rail,1
EVT00793,2022-08-29,Mumbai,Political Unrest,Low,9,13,3562335.32,Road+Rail,1
EVT00794,2022-06-04,Kanpur,Political Unrest,Critical,19,9,109873.56,Road+Rail,1
EVT00795,2023-03-31,Nagpur,Heatwave,High,21,5,1808254.31,All,1
EVT00796,2024-02-28,Delhi,Pandemic,Medium,8,9,668130.8,Road+Rail,1
EVT00797,2021-09-15,Indore,Cyclone,High,6,9,4589855.6,All,1
EVT00798,2023-12-19,Ahmedabad,Flood,Low,20,13,3399628.49,Rail,1
EVT00799,2021-07-10,Chennai,Political Unrest,Low,17,13,1703474.96,All,1
EVT00800,2023-02-28,Delhi,Road Accident,Medium,10,2,1181783.09,All,1
EVT00801,2021-08-26,Lucknow,Heavy Snowfall,Critical,21,9,978327.22,All,1
EVT00802,2022-01-20,Delhi,None,Low,0,0,3211.25,Air,0
EVT00803,2022-01-17,Bhopal,Infrastructure Failure,Critical,18,12,2996333.99,Road+Rail,1
EVT00804,2021-09-19,Lucknow,Infrastructure Failure,Critical,6,13,3743658.14,Road,1
EVT00805,2023-09-29,Jaipur,Strike,Critical,1,15,4048380.9,Air,1
EVT00806,2021-10-05,Bhopal,Fuel Shortage,High,3,7,3479577.99,Rail,1
EVT00807,2021-02-05,Kanpur,Infrastructure Failure,Critical,4,24,1230596.44,Rail,1
EVT00808,2024-02-05,Bangalore,Fuel Shortage,High,17,9,990544.23,Rail,1
EVT00809,2022-10-20,Bangalore,Fuel Shortage,Critical,6,16,3685120.21,Road+Rail,1
EVT00810,2024-03-28,Kolkata,Strike,High,12,19,4233607.8,Air,1
EVT00811,2024-02-20,Chennai,Cyclone,Critical,3,13,2003682.14,Air,1
EVT00812,2022-11-20,Jaipur,Heatwave,Critical,20,13,4312170.34,All,1
EVT00813,2023-02-06,Pune,Pandemic,Critical,17,24,3599469.22,Rail,1
EVT00814,2022-06-29,Hyderabad,Flood,Medium,20,20,4609611.25,Road+Rail,1
EVT00815,2021-04-11,Surat,Political Unrest,Critical,17,5,1081283.58,Road+Rail,1
EVT00816,2022-03-10,Nagpur,None,Low,1,0,5831.49,Air,0
EVT00817,2023-10-12,Bangalore,Strike,High,11,21,4386037.01,Air,1
EVT00818,2021-03-06,Mumbai,Strike,Critical,14,24,3283070.69,Air,1
EVT00819,2023-06-28,Lucknow,Infrastructure Failure,Low,15,16,3571105.36,Road,1
EVT00820,2023-06-28,Bangalore,None,Low,0,0,2732.58,Road+Rail,0
EVT00821,2022-12-11,Bhopal,None,Low,0,0,211.46,Rail,0
EVT00822,2024-03-02,Mumbai,Fuel Shortage,Critical,11,19,4486946.84,Road,1
EVT00823,2022-08-10,Kanpur,Road Accident,Low,13,17,4144459.41,Air,1
EVT00824,2021-06-20,Kolkata,Heatwave,High,16,1,2510214.44,All,1
EVT00825,2024-04-03,Indore,Pandemic,Low,21,18,4479932.53,Rail,1
EVT00826,2023-04-19,Pune,Strike,High,12,20,3370371.95,Rail,1
EVT00827,2024-01-25,Delhi,Road Accident,Critical,3,20,654587.56,All,1
EVT00828,2022-11-27,Kanpur,Fuel Shortage,Medium,9,22,718491.62,Road+Rail,1
EVT00829,2023-12-27,Indore,Strike,Low,18,2,1269352.94,Road,1
EVT00830,2023-09-07,Kolkata,Heavy Snowfall,Critical,3,10,4798830.39,Rail,1
EVT00831,2021-11-30,Pune,Pandemic,Low,8,13,2212738.86,Air,1
EVT00832,2022-07-16,Kolkata,Cyclone,Medium,15,17,2741267.76,Air,1
EVT00833,2023-01-02,Bangalore,Pandemic,Medium,13,5,4976814.85,Road+Rail,1
EVT00834,2023-07-28,Kolkata,Pandemic,Low,5,14,1048591.52,Road,1
EVT00835,2022-05-07,Pune,Strike,High,2,15,2593238.86,Air,1
EVT00836,2022-12-08,Ahmedabad,Strike,Medium,19,5,3042617.92,Road,1
EVT00837,2022-10-05,Surat,Strike,Critical,21,17,2362319.01,All,1
EVT00838,2024-02-02,Bangalore,Pandemic,High,9,6,4454064.13,Rail,1
EVT00839,2021-09-04,Delhi,Fuel Shortage,Low,9,22,329060.57,Road+Rail,1
EVT00840,2022-05-12,Indore,Strike,Low,19,15,3659348.95,Air,1
EVT00841,2023-05-01,Kolkata,Fuel Shortage,Medium,13,16,4103975.89,Road,1
EVT00842,2022-07-03,Kanpur,Heavy Snowfall,Critical,19,15,4554594.71,Road+Rail,1
EVT00843,2022-03-11,Jaipur,Political Unrest,Critical,11,23,1292715.34,Rail,1
EVT00844,2021-09-28,Bhopal,Cyclone,Low,7,17,191225.31,Air,1
EVT00845,2022-04-04,Bhopal,Fuel Shortage,Critical,2,14,1828618.32,Road+Rail,1
EVT00846,2023-06-02,Mumbai,Fuel Shortage,Medium,1,15,1050935.09,Rail,1
EVT00847,2022-05-14,Delhi,Cyclone,Medium,6,18,2221532.9,Road,1
EVT00848,2023-11-16,Mumbai,Strike,Critical,2,9,1039615.4,Air,1
EVT00849,2023-12-03,Bhopal,None,Low,0,0,8923.88,Road+Rail,0
EVT00850,2023-08-29,Nagpur,Cyclone,Medium,10,13,1777079.04,Air,1
EVT00851,2022-03-31,Lucknow,Heavy Snowfall,Critical,18,23,3655620.61,Road+Rail,1
EVT00852,2023-10-25,Kolkata,None,Low,0,0,3480.3,Air,0
EVT00853,2021-11-17,Nagpur,Heatwave,Critical,14,13,3966696.58,Air,1
EVT00854,2023-04-20,Mumbai,Political Unrest,Critical,1,19,105554.38,Rail,1
EVT00855,2021-02-26,Ahmedabad,Cyclone,High,2,1,3696263.4,Road+Rail,1
EVT00856,2022-04-03,Chennai,Infrastructure Failure,High,20,18,1406562.05,Air,1
EVT00857,2021-04-24,Delhi,Cyclone,Medium,21,7,1269114.86,Road+Rail,1
EVT00858,2023-08-16,Chennai,Political Unrest,High,6,11,3952060.57,Road,1
EVT00859,2023-06-19,Ahmedabad,None,Low,1,0,4285.04,Road+Rail,0
EVT00860,2022-11-10,Jaipur,Fuel Shortage,High,14,4,2958900.69,All,1
EVT00861,2021-06-19,Hyderabad,Heatwave,High,14,17,1214861.98,Road,1
EVT00862,2023-01-01,Bangalore,Road Accident,High,15,11,3828531.6,Road,1
EVT00863,2023-06-18,Pune,Flood,High,19,25,1844007.55,Road+Rail,1
EVT00864,2023-02-15,Pune,Strike,High,12,24,1267942.23,Rail,1
EVT00865,2023-04-08,Bangalore,Heatwave,Medium,14,11,3463548.86,Road,1
EVT00866,2024-04-03,Bhopal,None,Low,1,0,4309.63,Road,0
EVT00867,2021-09-25,Pune,Heatwave,Medium,11,16,57593.87,Road,1
EVT00868,2022-11-10,Nagpur,Infrastructure Failure,Low,16,16,2543518.1,Road+Rail,1
EVT00869,2023-04-15,Kolkata,None,Low,1,0,1807.03,Rail,0
EVT00870,2022-02-19,Kolkata,Road Accident,Medium,12,16,2211929.0,Rail,1
EVT00871,2023-08-20,Delhi,Strike,Low,17,1,3416540.82,Road+Rail,1
EVT00872,2021-01-06,Hyderabad,Political Unrest,High,1,25,3039464.19,All,1
EVT00873,2021-12-27,Surat,Cyclone,Low,3,7,3873685.74,Air,1
EVT00874,2024-01-19,Pune,Road Accident,High,11,18,468060.73,Road+Rail,1
EVT00875,2024-02-08,Indore,Cyclone,High,17,21,3737755.41,All,1
EVT00876,2022-11-24,Delhi,Pandemic,High,13,16,1209262.7,Road,1
EVT00877,2021-01-27,Hyderabad,Cyclone,High,6,15,3148986.96,Road,1
EVT00878,2023-04-05,Mumbai,Heavy Snowfall,Low,15,16,2381047.13,Rail,1
EVT00879,2022-03-12,Kanpur,Fuel Shortage,Medium,6,16,2932109.49,Road+Rail,1
EVT00880,2021-07-13,Bhopal,Strike,Medium,4,18,2645575.06,Rail,1
EVT00881,2022-04-12,Hyderabad,Heatwave,High,5,17,4302016.55,Rail,1
EVT00882,2024-02-17,Pune,Strike,High,12,13,1173495.48,Road+Rail,1
EVT00883,2021-08-13,Delhi,Political Unrest,Low,3,16,4811266.13,Air,1
EVT00884,2022-01-14,Bhopal,Heavy Snowfall,Critical,3,16,539066.56,Road,1
EVT00885,2022-09-18,Chennai,Road Accident,Critical,12,2,1532130.73,All,1
EVT00886,2022-10-13,Ahmedabad,Infrastructure Failure,High,14,23,2544431.51,Air,1
EVT00887,2021-10-27,Pune,Flood,Critical,15,6,4613069.01,Air,1
EVT00888,2022-07-09,Kolkata,Political Unrest,High,17,9,3986539.28,Rail,1
EVT00889,2021-02-26,Jaipur,Infrastructure Failure,Critical,1,16,4070335.15,All,1
EVT00890,2022-06-11,Jaipur,None,Low,0,0,5247.29,Rail,0
EVT00891,2024-03-22,Kanpur,Road Accident,High,6,17,3317897.6,Road,1
EVT00892,2021-06-28,Surat,Road Accident,Medium,21,19,2111831.24,Rail,1
EVT00893,2024-01-23,Jaipur,Road Accident,Critical,15,24,2466409.79,Road+Rail,1
EVT00894,2022-02-18,Kolkata,Strike,High,1,16,1191109.1,Air,1
EVT00895,2022-05-23,Bhopal,Cyclone,High,1,21,4944883.68,Rail,1
EVT00896,2024-04-15,Jaipur,Pandemic,Critical,8,9,59809.33,Road,1
EVT00897,2023-08-06,Delhi,Political Unrest,Critical,13,24,1231661.02,All,1
EVT00898,2022-02-23,Ahmedabad,Heatwave,High,14,8,3377598.91,Road,1
EVT00899,2022-05-20,Indore,Political Unrest,High,13,2,2341192.67,Rail,1
EVT00900,2023-09-28,Jaipur,Heatwave,Low,21,2,2106036.65,Air,1
EVT00901,2024-02-20,Kolkata,Flood,Medium,10,7,4135157.43,Road,1
EVT00902,2023-06-08,Bhopal,Infrastructure Failure,Low,8,12,1617677.44,Road+Rail,1
EVT00903,2022-07-01,Pune,Strike,Critical,6,1,303822.04,Road+Rail,1
EVT00904,2024-02-28,Chennai,Strike,Medium,4,17,2822627.52,Road,1
EVT00905,2022-03-13,Chennai,None,Low,1,0,2175.36,Road,0
EVT00906,2021-06-22,Nagpur,Cyclone,Low,18,6,3428896.38,All,1
EVT00907,2023-02-12,Pune,None,Low,0,0,6064.46,Rail,0
EVT00908,2021-08-29,Delhi,Infrastructure Failure,Medium,6,15,2037965.69,Air,1
EVT00909,2023-02-05,Kolkata,Heavy Snowfall,Medium,16,24,3290330.21,Air,1
EVT00910,2023-09-04,Nagpur,Infrastructure Failure,Critical,8,13,1530505.81,All,1
EVT00911,2022-05-05,Delhi,Infrastructure Failure,High,5,25,613103.2,Air,1
EVT00912,2023-07-21,Nagpur,Infrastructure Failure,High,20,18,2910518.45,Road+Rail,1
EVT00913,2022-03-11,Kolkata,Fuel Shortage,Low,8,18,4468853.79,Air,1
EVT00914,2022-06-19,Kanpur,Pandemic,Medium,17,12,2894177.29,All,1
EVT00915,2022-05-31,Delhi,Road Accident,Low,9,25,3688611.47,All,1
EVT00916,2022-12-10,Delhi,Heatwave,Critical,17,10,181492.61,All,1
EVT00917,2021-07-22,Lucknow,Fuel Shortage,Low,5,4,2970427.44,All,1
EVT00918,2021-06-14,Delhi,Fuel Shortage,High,2,5,2320376.65,All,1
EVT00919,2022-07-04,Bhopal,Fuel Shortage,Medium,3,1,2645085.82,Road,1
EVT00920,2023-09-29,Mumbai,None,Low,1,0,6849.28,Road+Rail,0
EVT00921,2022-05-23,Ahmedabad,Pandemic,Medium,7,21,2883218.99,All,1
EVT00922,2023-07-02,Bangalore,Strike,Low,19,3,3239793.92,All,1
EVT00923,2023-12-14,Kolkata,Political Unrest,Medium,6,7,4291804.36,Rail,1
EVT00924,2023-01-17,Bangalore,Political Unrest,Low,18,8,4100560.89,Road+Rail,1
EVT00925,2021-12-06,Kanpur,Pandemic,Critical,14,4,3713573.77,Road,1
EVT00926,2022-10-11,Indore,Strike,Medium,14,12,4039420.99,Road,1
EVT00927,2022-04-30,Pune,Flood,Critical,20,7,3839450.13,Rail,1
EVT00928,2024-02-16,Kolkata,Political Unrest,High,13,3,1167681.07,All,1
EVT00929,2022-08-09,Pune,Pandemic,Low,6,13,1583973.58,Rail,1
EVT00930,2022-02-21,Jaipur,Pandemic,High,10,9,308505.56,Road+Rail,1
EVT00931,2023-10-04,Lucknow,Pandemic,Medium,6,25,4420473.09,Road,1
EVT00932,2023-11-01,Jaipur,Road Accident,High,4,18,2623663.8,All,1
EVT00933,2022-07-22,Lucknow,Heatwave,High,18,9,4448969.8,Road+Rail,1
EVT00934,2021-09-09,Bhopal,Cyclone,Critical,21,9,2610133.42,Rail,1
EVT00935,2023-04-25,Delhi,Fuel Shortage,Medium,17,3,382768.21,Road+Rail,1
EVT00936,2022-03-21,Delhi,None,Low,0,0,3180.38,Road,0
EVT00937,2022-11-06,Chennai,Heatwave,Critical,18,3,3709743.85,Rail,1
EVT00938,2022-04-10,Chennai,Political Unrest,Medium,13,16,1310488.01,Road+Rail,1
EVT00939,2023-04-29,Indore,Heavy Snowfall,Low,8,17,112283.39,Air,1
EVT00940,2021-02-07,Surat,Pandemic,Critical,7,12,200464.61,Air,1
EVT00941,2023-10-06,Surat,Pandemic,Low,9,21,1104786.09,Road+Rail,1
EVT00942,2024-03-02,Bhopal,Strike,Critical,3,22,1639610.3,Road,1
EVT00943,2021-09-24,Bangalore,Flood,Critical,10,13,1509696.85,Rail,1
EVT00944,2023-08-21,Delhi,Political Unrest,Medium,20,10,2453914.99,Road+Rail,1
EVT00945,2023-04-12,Lucknow,Infrastructure Failure,Medium,10,25,3584171.68,Air,1
EVT00946,2021-05-01,Kanpur,Heavy Snowfall,Critical,11,15,856359.54,Rail,1
EVT00947,2022-09-27,Surat,Fuel Shortage,Critical,7,3,578733.92,Rail,1
EVT00948,2022-07-14,Kolkata,Cyclone,Low,7,21,805969.81,Road,1
EVT00949,2023-06-01,Ahmedabad,Flood,Critical,5,1,1954748.66,Road+Rail,1
EVT00950,2022-10-02,Kolkata,Flood,Critical,18,24,1524335.29,Road+Rail,1
EVT00951,2023-07-11,Chennai,Road Accident,High,15,21,975329.26,Road,1
EVT00952,2021-09-16,Mumbai,Strike,Critical,6,25,3782745.53,Air,1
