order_id,order_date,supplier_name,supplier_city,destination_city,product_category,transport_mode,distance_km,promised_delivery_days,actual_delivery_days,delay_days,shipment_cost_inr,quantity_units,disruption_cause,disruption_label
ORD00938,2022-12-14,Indian Oil Logistics,Kolkata,Indore,Electronics,Air,1001,10,19,9,184301.76,4725,Road Blockage,1
ORD00939,2021-04-15,GAIL Vendors,Surat,Bhopal,Electronics,Rail,889,13,14,1,52543.63,3891,None,0
ORD00940,2021-07-03,Infosys Supply Co,Hyderabad,Surat,Raw Materials,Road,1976,3,6,3,126275.5,983,None,0
ORD00941,2021-09-04,Steel Authority India,Surat,Nagpur,Automotive Parts,Road+Rail,1737,9,17,8,389976.75,3140,Heavy Rainfall,1
ORD00942,2021-10-09,Reliance Logistics,Delhi,Chennai,Chemical Compounds,Road+Rail,538,13,16,3,322497.62,4185,None,0
ORD00943,2021-08-19,HCL Vendors,Nagpur,Lucknow,Chemical Compounds,Road+Rail,941,3,9,6,499977.32,3562,Heavy Rainfall,1
ORD00944,2021-11-02,Infosys Supply Co,Delhi,Nagpur,Raw Materials,Rail,2401,12,25,13,407369.63,171,Strike,1
ORD00945,2022-02-08,Indian Oil Logistics,Indore,Lucknow,Automotive Parts,Road+Rail,2407,11,30,19,377986.57,1709,Strike,1
ORD00946,2023-09-16,Steel Authority India,Mumbai,Lucknow,Industrial Machinery,Road,2031,13,21,8,65907.43,1065,Road Blockage,1
ORD00947,2022-08-12,Reliance Logistics,Bangalore,Bhopal,Automotive Parts,Rail,343,6,26,20,255543.41,2988,Strike,1
ORD00948,2023-09-17,Tata Suppliers Pvt Ltd,Mumbai,Bangalore,Agricultural Goods,Rail,1431,11,14,3,452786.66,2413,None,0
ORD00949,2022-11-06,GAIL Vendors,Kanpur,Hyderabad,Industrial Machinery,Road+Rail,2340,11,29,18,305055.21,4192,Road Blockage,1
ORD00950,2021-08-03,Bajaj Materials,Mumbai,Bangalore,Textiles,Road,780,14,24,10,478924.35,4942,Flood,1
ORD00951,2022-07-20,Reliance Logistics,Kanpur,Lucknow,Agricultural Goods,Air,1928,6,13,7,131208.85,3137,Heavy Rainfall,1
ORD00952,2022-10-28,Indian Oil Logistics,Bangalore,Kanpur,Pharmaceuticals,Road+Rail,1942,5,3,0,270272.64,588,None,0
ORD00953,2022-10-07,NTPC Materials,Lucknow,Kanpur,Pharmaceuticals,Air,2294,14,28,14,212744.8,1267,Political Unrest,1
ORD00954,2021-11-20,Bajaj Materials,Lucknow,Kolkata,Automotive Parts,Road+Rail,517,15,13,0,268077.73,4502,None,0
ORD00955,2022-02-21,Infosys Supply Co,Bhopal,Hyderabad,Textiles,Air,1319,4,18,14,140455.16,812,Strike,1
ORD00956,2022-01-22,NTPC Materials,Chennai,Lucknow,Chemical Compounds,Road+Rail,1455,6,12,6,52292.58,2868,Strike,1
ORD00957,2022-12-19,Infosys Supply Co,Lucknow,Delhi,Industrial Machinery,Air,396,12,12,0,473522.6,3201,None,0
ORD00958,2021-07-05,ONGC Supplies,Chennai,Hyderabad,Agricultural Goods,Road+Rail,238,8,10,2,358045.22,1045,None,0
ORD00959,2021-05-27,ONGC Supplies,Kanpur,Indore,IT Hardware,Air,1220,9,23,14,212030.66,3760,Flood,1
ORD00960,2021-07-07,BHEL Components,Bangalore,Hyderabad,Textiles,Air,1952,10,12,2,156067.78,722,None,0
ORD00961,2023-08-29,Indian Oil Logistics,Surat,Delhi,Textiles,Road+Rail,514,7,12,5,472709.14,1362,None,0
ORD00962,2022-08-13,HCL Vendors,Bhopal,Ahmedabad,Agricultural Goods,Road,243,3,23,20,466558.5,1127,Heavy Rainfall,1
ORD00963,2022-05-07,Indian Oil Logistics,Lucknow,Kolkata,Raw Materials,Road,229,10,8,0,352782.9,2836,None,0
ORD00964,2021-09-08,GAIL Vendors,Chennai,Kanpur,Textiles,Road,2344,14,15,1,91533.03,3016,None,0
ORD00965,2023-05-10,Wipro Procurement,Ahmedabad,Pune,Automotive Parts,Air,898,5,21,16,172289.51,2056,Flood,1
ORD00966,2023-05-02,Mahindra Parts Ltd,Ahmedabad,Bangalore,Electronics,Road,1284,11,23,12,370322.73,4669,Heavy Rainfall,1
ORD00967,2022-02-08,GAIL Vendors,Bhopal,Mumbai,IT Hardware,Air,2096,6,10,4,424934.13,481,None,0
ORD00968,2021-12-31,Wipro Procurement,Hyderabad,Delhi,Pharmaceuticals,Road+Rail,221,3,15,12,204023.7,82,Accident,1
ORD00969,2021-04-14,HCL Vendors,Jaipur,Lucknow,Automotive Parts,Road+Rail,829,9,14,5,456989.01,66,None,0
ORD00970,2021-06-09,Wipro Procurement,Pune,Hyderabad,Raw Materials,Air,1425,15,33,18,446635.73,4404,Political Unrest,1
ORD00971,2023-04-12,Infosys Supply Co,Indore,Ahmedabad,Industrial Machinery,Road,862,7,10,3,374810.09,57,None,0
ORD00972,2022-01-03,HCL Vendors,Bangalore,Mumbai,Raw Materials,Rail,747,14,23,9,373242.37,268,Strike,1
ORD00973,2021-06-14,Larsen & Toubro Supply,Bangalore,Delhi,Agricultural Goods,Rail,1924,13,16,3,250305.96,1053,None,0
ORD00974,2021-11-29,Infosys Supply Co,Bhopal,Kanpur,Automotive Parts,Road+Rail,1792,15,18,3,479050.9,183,None,0
ORD00975,2021-05-10,Tata Suppliers Pvt Ltd,Nagpur,Surat,Industrial Machinery,Air,1168,5,3,0,217684.2,4901,None,0
ORD00976,2023-01-26,Steel Authority India,Bangalore,Jaipur,Raw Materials,Road+Rail,538,3,3,0,127634.91,1259,None,0
ORD00977,2023-01-17,Indian Oil Logistics,Nagpur,Delhi,Textiles,Rail,1279,11,22,11,334833.57,3525,Political Unrest,1
ORD00978,2021-07-23,ONGC Supplies,Chennai,Bangalore,Pharmaceuticals,Road,2621,10,12,2,118545.18,1093,None,0
ORD00979,2022-02-15,Mahindra Parts Ltd,Pune,Mumbai,Automotive Parts,Air,2725,3,10,7,432853.3,3125,Political Unrest,1
ORD00980,2022-02-22,Tata Suppliers Pvt Ltd,Hyderabad,Ahmedabad,Agricultural Goods,Air,2162,11,21,10,216401.05,433,Political Unrest,1
ORD00981,2021-11-08,Mahindra Parts Ltd,Hyderabad,Nagpur,Industrial Machinery,Air,1912,4,15,11,448077.59,1498,Accident,1
ORD00982,2021-02-11,GAIL Vendors,Bangalore,Jaipur,IT Hardware,Road,1347,3,12,9,54877.04,1524,Accident,1
ORD00983,2021-09-16,ONGC Supplies,Delhi,Chennai,Agricultural Goods,Air,255,10,22,12,386379.5,1077,Accident,1
ORD00984,2021-12-06,ONGC Supplies,Lucknow,Hyderabad,FMCG,Air,1175,8,10,2,108966.48,3156,None,0
ORD00985,2021-03-31,Mahindra Parts Ltd,Mumbai,Surat,Chemical Compounds,Rail,980,4,2,0,463122.82,623,None,0
ORD00986,2023-08-23,Indian Oil Logistics,Nagpur,Kolkata,Pharmaceuticals,Air,2385,11,29,18,26686.5,1580,Heavy Rainfall,1
ORD00987,2022-03-05,ONGC Supplies,Bhopal,Hyderabad,Automotive Parts,Air,2036,11,11,0,455870.34,564,None,0
ORD00988,2022-05-10,Tata Suppliers Pvt Ltd,Kanpur,Chennai,IT Hardware,Road,1386,9,20,11,35092.73,1568,Road Blockage,1
ORD00989,2023-01-29,Larsen & Toubro Supply,Jaipur,Delhi,Agricultural Goods,Road+Rail,877,9,13,4,195154.46,3206,None,0
ORD00990,2022-02-15,Mahindra Parts Ltd,Mumbai,Kolkata,IT Hardware,Air,2542,12,20,8,349877.27,4210,Political Unrest,1
ORD00991,2022-04-12,BHEL Components,Bangalore,Nagpur,Automotive Parts,Air,1299,11,21,10,89699.0,383,Heavy Rainfall,1
ORD00992,2022-07-01,Bajaj Materials,Bhopal,Bangalore,Electronics,Air,744,6,13,7,322994.5,2049,Flood,1
ORD00993,2023-04-24,Wipro Procurement,Surat,Lucknow,Automotive Parts,Road,1711,6,20,14,473481.77,4509,Flood,1
ORD00994,2021-09-28,ONGC Supplies,Bangalore,Pune,Electronics,Rail,434,14,16,2,412846.23,1806,None,0
ORD00995,2023-01-19,Reliance Logistics,Jaipur,Kanpur,Raw Materials,Rail,2589,7,10,3,473099.87,2118,None,0
ORD00996,2023-06-10,NTPC Materials,Hyderabad,Bangalore,Raw Materials,Rail,1035,13,12,0,82042.53,1908,None,0
ORD00997,2023-01-18,Larsen & Toubro Supply,Bhopal,Ahmedabad,Pharmaceuticals,Road+Rail,583,14,21,7,232398.11,1452,Accident,1
ORD00998,2021-07-13,GAIL Vendors,Mumbai,Hyderabad,Pharmaceuticals,Road+Rail,867,12,24,12,409662.1,4989,Road Blockage,1
ORD00999,2021-07-12,Reliance Logistics,Kolkata,Jaipur,Agricultural Goods,Rail,1848,4,20,16,72959.19,106,Strike,1
ORD01000,2022-09-10,Steel Authority India,Delhi,Bhopal,Electronics,Road+Rail,255,4,2,0,70428.63,694,None,0
ORD01001,2021-10-02,Coal India Suppliers,Jaipur,Nagpur,Automotive Parts,Road,1586,5,11,6,105149.21,3945,Flood,1
ORD01002,2023-02-17,Mahindra Parts Ltd,Hyderabad,Jaipur,Electronics,Road+Rail,832,12,24,12,274045.59,2201,Road Blockage,1
ORD01003,2022-10-05,Reliance Logistics,Delhi,Lucknow,Agricultural Goods,Road,1415,11,15,4,443796.15,3412,None,0
ORD01004,2021-05-26,Wipro Procurement,Pune,Ahmedabad,FMCG,Rail,803,3,13,10,116812.77,3161,Flood,1
ORD01005,2022-12-05,Bajaj Materials,Delhi,Bangalore,Industrial Machinery,Road,616,14,13,0,42763.52,2743,None,0
ORD01006,2021-05-02,Wipro Procurement,Chennai,Ahmedabad,IT Hardware,Road,2372,8,15,7,94775.92,3493,Flood,1
ORD01007,2021-06-03,Bajaj Materials,Bangalore,Pune,Chemical Compounds,Air,625,13,17,4,332557.2,2184,None,0
ORD01008,2023-04-11,Wipro Procurement,Nagpur,Surat,Pharmaceuticals,Road,800,14,21,7,198346.79,3929,Flood,1
ORD01009,2023-04-15,Reliance Logistics,Kanpur,Bangalore,Industrial Machinery,Road,792,4,5,1,497411.98,1499,None,0
ORD01010,2023-02-25,NTPC Materials,Pune,Jaipur,Industrial Machinery,Air,1895,9,27,18,73419.53,2024,Accident,1
ORD01011,2022-01-28,Coal India Suppliers,Ahmedabad,Lucknow,Textiles,Road+Rail,2396,9,11,2,195390.49,4769,None,0
ORD01012,2023-01-03,Coal India Suppliers,Hyderabad,Mumbai,Electronics,Rail,1032,9,19,10,184387.23,3892,Strike,1
ORD01013,2023-09-08,Bajaj Materials,Hyderabad,Bhopal,Chemical Compounds,Road,770,5,19,14,76349.42,4527,Flood,1
ORD01014,2023-09-23,Reliance Logistics,Mumbai,Nagpur,Pharmaceuticals,Rail,764,9,19,10,191843.09,225,Political Unrest,1
ORD01015,2022-12-14,Larsen & Toubro Supply,Surat,Lucknow,IT Hardware,Air,502,9,15,6,435886.1,257,Flood,1
ORD01016,2021-05-31,Coal India Suppliers,Delhi,Mumbai,Raw Materials,Rail,2531,8,18,10,79110.03,1504,Strike,1
ORD01017,2022-04-27,Indian Oil Logistics,Bangalore,Jaipur,Industrial Machinery,Rail,1885,14,17,3,224766.95,118,None,0
ORD01018,2021-10-21,BHEL Components,Lucknow,Indore,Pharmaceuticals,Rail,910,4,8,4,10379.45,3480,None,0
ORD01019,2022-11-28,HCL Vendors,Bangalore,Nagpur,Pharmaceuticals,Air,1131,10,12,2,139554.67,763,None,0
ORD01020,2022-06-19,HCL Vendors,Lucknow,Mumbai,Pharmaceuticals,Rail,1096,9,24,15,412139.96,4591,Political Unrest,1
ORD01021,2022-09-12,Coal India Suppliers,Surat,Kanpur,Raw Materials,Road+Rail,1859,4,4,0,86588.06,3053,None,0
ORD01022,2022-10-25,NTPC Materials,Delhi,Chennai,Industrial Machinery,Rail,1685,9,15,6,18884.19,2321,Heavy Rainfall,1
ORD01023,2021-06-16,Mahindra Parts Ltd,Lucknow,Mumbai,Agricultural Goods,Road,1466,11,20,9,104854.33,275,Strike,1
ORD01024,2021-09-04,Tata Suppliers Pvt Ltd,Mumbai,Surat,Electronics,Road,2181,7,9,2,160717.24,2538,None,0
ORD01025,2021-01-09,Indian Oil Logistics,Kolkata,Pune,Industrial Machinery,Air,1800,8,10,2,487056.12,807,None,0
ORD01026,2021-12-06,NTPC Materials,Nagpur,Chennai,Raw Materials,Road,297,9,13,4,241091.75,316,None,0
ORD01027,2021-10-25,Indian Oil Logistics,Bhopal,Surat,Textiles,Rail,582,5,3,0,442779.02,1163,None,0
ORD01028,2023-02-27,GAIL Vendors,Kanpur,Lucknow,Industrial Machinery,Rail,2343,14,16,2,226502.7,1084,None,0
ORD01029,2021-12-14,Mahindra Parts Ltd,Pune,Mumbai,Textiles,Air,1787,7,11,4,498519.7,4981,None,0
ORD01030,2021-03-18,BHEL Components,Chennai,Indore,Automotive Parts,Road+Rail,1467,5,8,3,251961.57,3735,None,0
ORD01031,2021-11-18,Wipro Procurement,Bangalore,Surat,Automotive Parts,Air,1688,5,10,5,40211.29,3784,None,0
ORD01032,2021-09-22,NTPC Materials,Bhopal,Chennai,Chemical Compounds,Air,707,10,13,3,24598.36,2358,None,0
ORD01033,2022-02-15,Wipro Procurement,Jaipur,Bhopal,Industrial Machinery,Rail,2758,9,9,0,46327.82,3394,None,0
ORD01034,2022-06-03,Indian Oil Logistics,Kanpur,Indore,Agricultural Goods,Air,1202,10,14,4,8931.76,872,None,0
ORD01035,2021-10-25,HCL Vendors,Indore,Delhi,Chemical Compounds,Rail,1113,9,10,1,336229.53,2868,None,0
ORD01036,2022-04-23,GAIL Vendors,Chennai,Nagpur,Raw Materials,Road+Rail,643,10,15,5,385267.24,1644,None,0
ORD01037,2022-02-16,Indian Oil Logistics,Lucknow,Ahmedabad,Chemical Compounds,Road,1070,8,21,13,61591.59,3733,Accident,1
ORD01038,2021-02-09,NTPC Materials,Surat,Kolkata,Electronics,Rail,1511,11,10,0,493966.32,3125,None,0
ORD01039,2021-03-05,Coal India Suppliers,Kolkata,Mumbai,Electronics,Air,1066,15,16,1,476559.28,3474,None,0
ORD01040,2021-10-04,Reliance Logistics,Delhi,Hyderabad,FMCG,Rail,1859,7,14,7,437519.07,3708,Strike,1
ORD01041,2023-06-12,GAIL Vendors,Indore,Mumbai,Raw Materials,Rail,578,9,17,8,174299.48,2442,Heavy Rainfall,1
ORD01042,2021-06-18,Indian Oil Logistics,Ahmedabad,Lucknow,Raw Materials,Air,858,6,7,1,180572.73,4682,None,0
ORD01043,2022-02-03,Tata Suppliers Pvt Ltd,Hyderabad,Kanpur,Pharmaceuticals,Rail,1496,3,10,7,448768.05,1218,Strike,1
ORD01044,2022-05-27,Larsen & Toubro Supply,Jaipur,Nagpur,Pharmaceuticals,Road,215,8,8,0,318975.06,4748,None,0
ORD01045,2021-04-10,NTPC Materials,Kanpur,Jaipur,Raw Materials,Rail,880,3,19,16,111987.96,1728,Political Unrest,1
ORD01046,2023-09-03,BHEL Components,Mumbai,Hyderabad,Automotive Parts,Road,1457,6,20,14,351161.99,3745,Accident,1
ORD01047,2022-02-28,Reliance Logistics,Pune,Lucknow,Pharmaceuticals,Air,1575,9,29,20,232117.66,3066,Accident,1
ORD01048,2021-07-01,ONGC Supplies,Pune,Bangalore,FMCG,Rail,1991,11,12,1,352535.85,822,None,0
ORD01049,2021-03-31,Larsen & Toubro Supply,Lucknow,Pune,IT Hardware,Road,624,15,18,3,463978.31,826,None,0
ORD01050,2022-10-11,BHEL Components,Kolkata,Bangalore,Raw Materials,Road,2062,10,26,16,61678.05,3856,Heavy Rainfall,1
ORD01051,2023-09-01,Tata Suppliers Pvt Ltd,Bhopal,Indore,Industrial Machinery,Air,1821,4,5,1,392187.05,4167,None,0
ORD01052,2021-10-18,GAIL Vendors,Surat,Kolkata,Raw Materials,Air,217,7,23,16,21173.93,225,Heavy Rainfall,1
ORD01053,2021-06-07,Wipro Procurement,Kanpur,Lucknow,Pharmaceuticals,Air,1500,15,19,4,479784.49,3532,None,0
ORD01054,2021-09-05,HCL Vendors,Indore,Mumbai,Pharmaceuticals,Road+Rail,2566,11,26,15,469998.9,3208,Political Unrest,1
ORD01055,2023-09-28,Mahindra Parts Ltd,Jaipur,Chennai,Automotive Parts,Rail,1991,14,14,0,356462.31,1044,None,0
ORD01056,2022-06-01,Reliance Logistics,Chennai,Pune,Automotive Parts,Road+Rail,1034,4,24,20,17691.91,104,Heavy Rainfall,1
ORD01057,2022-10-06,HCL Vendors,Bhopal,Delhi,Electronics,Rail,2542,15,35,20,372458.11,1079,Flood,1
ORD01058,2022-04-10,Mahindra Parts Ltd,Surat,Kolkata,Agricultural Goods,Air,1416,13,23,10,421026.11,3107,Road Blockage,1
ORD01059,2023-02-28,Tata Suppliers Pvt Ltd,Bhopal,Chennai,IT Hardware,Road,2769,7,12,5,434134.83,918,None,0
ORD01060,2022-04-16,Reliance Logistics,Bangalore,Hyderabad,Automotive Parts,Road,939,12,19,7,249651.3,2970,Strike,1
ORD01061,2023-07-24,Reliance Logistics,Nagpur,Mumbai,Chemical Compounds,Road+Rail,1894,6,24,18,479812.5,635,Strike,1
ORD01062,2021-08-04,Infosys Supply Co,Surat,Ahmedabad,FMCG,Road+Rail,859,13,13,0,10019.44,1473,None,0
ORD01063,2022-11-07,NTPC Materials,Hyderabad,Jaipur,Agricultural Goods,Road,2714,12,25,13,7482.2,4284,Strike,1
ORD01064,2023-01-30,BHEL Components,Jaipur,Mumbai,Pharmaceuticals,Road,2321,7,10,3,112071.73,2999,None,0
ORD01065,2021-04-28,Bajaj Materials,Kolkata,Delhi,FMCG,Road,718,6,13,7,243379.56,763,Accident,1
ORD01066,2021-12-23,BHEL Components,Nagpur,Ahmedabad,Raw Materials,Air,1986,14,17,3,461562.31,2058,None,0
ORD01067,2021-06-27,Bajaj Materials,Lucknow,Indore,Pharmaceuticals,Air,2606,6,4,0,398079.27,4006,None,0
ORD01068,2022-03-20,NTPC Materials,Bangalore,Bhopal,Automotive Parts,Road+Rail,1505,10,13,3,305611.35,3526,None,0
ORD01069,2021-07-24,BHEL Components,Ahmedabad,Chennai,FMCG,Air,338,12,17,5,295500.28,2414,None,0
ORD01070,2022-09-11,HCL Vendors,Delhi,Kolkata,Pharmaceuticals,Air,1521,13,11,0,182083.54,605,None,0
ORD01071,2021-08-09,Tata Suppliers Pvt Ltd,Nagpur,Hyderabad,Industrial Machinery,Air,700,13,20,7,345704.74,2704,Accident,1
ORD01072,2021-08-07,NTPC Materials,Delhi,Ahmedabad,Textiles,Air,1361,10,30,20,265994.87,853,Political Unrest,1
ORD01073,2022-07-29,Wipro Procurement,Pune,Kanpur,Industrial Machinery,Road,1982,7,10,3,103084.45,416,None,0
ORD01074,2023-04-02,Larsen & Toubro Supply,Pune,Delhi,Pharmaceuticals,Road+Rail,708,10,21,11,302708.19,4852,Flood,1
ORD01075,2022-01-28,Tata Suppliers Pvt Ltd,Surat,Indore,Chemical Compounds,Road,2558,6,9,3,145761.08,3309,None,0
ORD01076,2021-02-07,Coal India Suppliers,Delhi,Jaipur,Raw Materials,Road,589,11,14,3,363010.57,2260,None,0
ORD01077,2021-11-21,Larsen & Toubro Supply,Jaipur,Indore,IT Hardware,Air,1482,15,13,0,28301.02,2454,None,0
ORD01078,2022-12-15,Mahindra Parts Ltd,Lucknow,Delhi,Electronics,Road+Rail,319,10,24,14,413600.98,1146,Strike,1
ORD01079,2021-04-18,Coal India Suppliers,Delhi,Bangalore,Agricultural Goods,Road+Rail,1710,8,16,8,494834.69,440,Political Unrest,1
ORD01080,2021-09-23,Wipro Procurement,Bangalore,Delhi,IT Hardware,Road,1280,15,19,4,396855.78,3119,None,0
ORD01081,2021-10-04,Coal India Suppliers,Delhi,Kolkata,Pharmaceuticals,Rail,1507,14,31,17,377752.24,3395,Road Blockage,1
ORD01082,2022-10-15,ONGC Supplies,Kolkata,Surat,Chemical Compounds,Road,2157,10,12,2,488292.98,2647,None,0
ORD01083,2023-03-03,Indian Oil Logistics,Bangalore,Indore,Automotive Parts,Road+Rail,1413,14,19,5,179739.8,1995,None,0
ORD01084,2022-11-07,Tata Suppliers Pvt Ltd,Ahmedabad,Mumbai,Textiles,Rail,1070,13,18,5,236734.44,3164,None,0
ORD01085,2021-07-12,BHEL Components,Indore,Lucknow,Industrial Machinery,Road,2361,10,19,9,381441.54,2564,Accident,1
ORD01086,2022-12-27,GAIL Vendors,Bhopal,Chennai,Industrial Machinery,Rail,1096,10,8,0,195860.0,3716,None,0
ORD01087,2023-06-08,Infosys Supply Co,Delhi,Hyderabad,FMCG,Rail,1932,12,11,0,475989.82,4738,None,0
ORD01088,2022-10-26,Tata Suppliers Pvt Ltd,Kanpur,Delhi,Chemical Compounds,Rail,1185,4,2,0,97579.73,244,None,0
ORD01089,2022-05-03,Wipro Procurement,Delhi,Lucknow,Raw Materials,Road+Rail,544,13,24,11,109972.68,3261,Accident,1
ORD01090,2022-05-30,Tata Suppliers Pvt Ltd,Bangalore,Pune,Raw Materials,Air,600,9,26,17,367340.8,3471,Flood,1
ORD01091,2021-07-18,NTPC Materials,Lucknow,Bangalore,Chemical Compounds,Rail,2369,7,6,0,261716.14,904,None,0
ORD01092,2022-11-29,NTPC Materials,Delhi,Mumbai,FMCG,Rail,346,3,13,10,123189.73,4369,Strike,1
ORD01093,2021-04-14,HCL Vendors,Kanpur,Pune,Automotive Parts,Rail,1805,7,10,3,113844.71,2207,None,0
ORD01094,2022-05-23,Bajaj Materials,Surat,Bangalore,Electronics,Rail,2642,6,20,14,51650.07,4132,Political Unrest,1
ORD01095,2023-07-19,Infosys Supply Co,Chennai,Pune,Pharmaceuticals,Road+Rail,484,14,24,10,169416.88,3739,Heavy Rainfall,1
ORD01096,2021-05-26,GAIL Vendors,Mumbai,Kolkata,Automotive Parts,Road+Rail,1280,3,3,0,89508.93,89,None,0
ORD01097,2022-09-01,Larsen & Toubro Supply,Ahmedabad,Bhopal,Automotive Parts,Road+Rail,1213,8,6,0,27362.38,152,None,0
ORD01098,2022-08-04,Steel Authority India,Jaipur,Chennai,Automotive Parts,Air,800,13,32,19,54496.27,2759,Political Unrest,1
ORD01099,2022-04-09,Wipro Procurement,Surat,Ahmedabad,Chemical Compounds,Air,1238,10,10,0,11712.72,2898,None,0
ORD01100,2021-11-05,Larsen & Toubro Supply,Surat,Bhopal,Automotive Parts,Air,2640,14,18,4,138619.04,4264,None,0
ORD01101,2023-01-16,Wipro Procurement,Indore,Kolkata,Chemical Compounds,Road,780,13,29,16,20297.81,4741,Road Blockage,1
ORD01102,2023-01-29,GAIL Vendors,Kanpur,Delhi,Raw Materials,Road+Rail,993,14,23,9,321173.21,2253,Accident,1
ORD01103,2023-06-18,GAIL Vendors,Bangalore,Kanpur,Industrial Machinery,Road+Rail,1628,13,12,0,198557.98,3428,None,0
ORD01104,2023-08-26,Coal India Suppliers,Lucknow,Jaipur,IT Hardware,Air,1606,7,11,4,65865.83,3737,None,0
ORD01105,2022-08-04,Larsen & Toubro Supply,Mumbai,Jaipur,Pharmaceuticals,Air,802,15,21,6,263977.15,2383,Heavy Rainfall,1
ORD01106,2022-10-01,Tata Suppliers Pvt Ltd,Bangalore,Delhi,Chemical Compounds,Rail,1407,11,29,18,25271.78,2328,Heavy Rainfall,1
ORD01107,2023-04-26,Wipro Procurement,Bangalore,Mumbai,Electronics,Road,1962,12,30,18,29701.51,1138,Flood,1
ORD01108,2021-12-25,HCL Vendors,Chennai,Nagpur,IT Hardware,Rail,1005,7,18,11,459538.62,2392,Strike,1
ORD01109,2021-08-13,HCL Vendors,Nagpur,Surat,Raw Materials,Road+Rail,1782,3,13,10,483618.87,813,Accident,1
ORD01110,2023-07-04,ONGC Supplies,Chennai,Surat,Industrial Machinery,Air,1985,7,7,0,403168.22,1150,None,0
ORD01111,2022-12-01,Bajaj Materials,Pune,Lucknow,FMCG,Rail,1017,15,22,7,47370.97,4652,Heavy Rainfall,1
ORD01112,2023-08-08,Reliance Logistics,Pune,Indore,Pharmaceuticals,Road+Rail,1989,13,12,0,265652.84,2576,None,0
ORD01113,2022-05-31,HCL Vendors,Pune,Jaipur,Chemical Compounds,Air,1922,13,13,0,18698.1,4588,None,0
ORD01114,2021-01-28,NTPC Materials,Lucknow,Bangalore,Agricultural Goods,Road+Rail,1193,15,22,7,189690.02,4460,Strike,1
ORD01115,2023-07-11,Larsen & Toubro Supply,Chennai,Ahmedabad,Agricultural Goods,Air,224,12,27,15,232809.27,455,Flood,1
ORD01116,2021-03-28,NTPC Materials,Lucknow,Delhi,Chemical Compounds,Air,1390,3,16,13,346843.49,508,Strike,1
ORD01117,2021-05-05,Infosys Supply Co,Chennai,Lucknow,Textiles,Road,2228,14,33,19,448050.91,1277,Political Unrest,1
ORD01118,2021-11-05,Reliance Logistics,Lucknow,Nagpur,Automotive Parts,Air,1022,13,31,18,5017.68,4956,Flood,1
ORD01119,2023-06-21,Coal India Suppliers,Delhi,Jaipur,Agricultural Goods,Road,300,4,13,9,224688.86,465,Political Unrest,1
ORD01120,2023-08-07,Coal India Suppliers,Chennai,Bhopal,Agricultural Goods,Air,1162,4,5,1,133834.41,3607,None,0
ORD01121,2023-05-30,Infosys Supply Co,Surat,Mumbai,Textiles,Road,956,13,12,0,89533.87,4488,None,0
ORD01122,2021-07-25,Larsen & Toubro Supply,Surat,Delhi,Industrial Machinery,Road+Rail,2611,10,22,12,335511.33,3214,Heavy Rainfall,1
ORD01123,2022-01-31,Tata Suppliers Pvt Ltd,Indore,Pune,FMCG,Road,806,14,15,1,231255.73,4632,None,0
ORD01124,2022-02-03,Larsen & Toubro Supply,Mumbai,Pune,Chemical Compounds,Air,770,3,20,17,142067.5,1306,Flood,1
ORD01125,2022-01-02,Infosys Supply Co,Pune,Lucknow,Pharmaceuticals,Rail,457,11,30,19,179174.17,4623,Accident,1
ORD01126,2021-12-14,GAIL Vendors,Bhopal,Pune,Chemical Compounds,Rail,479,10,22,12,191378.75,3874,Heavy Rainfall,1
ORD01127,2022-09-13,Bajaj Materials,Bhopal,Jaipur,Pharmaceuticals,Rail,2352,13,16,3,350395.51,4833,None,0
ORD01128,2023-09-06,Tata Suppliers Pvt Ltd,Indore,Pune,Electronics,Air,476,12,14,2,426755.44,1313,None,0
ORD01129,2021-08-26,Steel Authority India,Ahmedabad,Hyderabad,Textiles,Road,1148,4,7,3,57188.75,1435,None,0
ORD01130,2023-01-16,Tata Suppliers Pvt Ltd,Lucknow,Bangalore,Automotive Parts,Road+Rail,668,9,13,4,223556.58,3076,None,0
ORD01131,2022-09-14,HCL Vendors,Delhi,Nagpur,Pharmaceuticals,Road,2041,13,26,13,494491.08,4710,Road Blockage,1
ORD01132,2022-07-24,Mahindra Parts Ltd,Ahmedabad,Kanpur,Textiles,Rail,1371,6,24,18,372366.18,3565,Heavy Rainfall,1
ORD01133,2023-04-14,Mahindra Parts Ltd,Surat,Kanpur,Electronics,Rail,594,11,14,3,405954.38,52,None,0
ORD01134,2022-01-04,Infosys Supply Co,Indore,Delhi,Agricultural Goods,Road+Rail,1595,15,17,2,250606.86,1709,None,0
ORD01135,2022-08-08,Larsen & Toubro Supply,Indore,Chennai,Raw Materials,Air,475,10,30,20,314608.0,590,Accident,1
ORD01136,2022-08-06,Mahindra Parts Ltd,Delhi,Chennai,Electronics,Rail,2242,4,4,0,302737.34,2720,None,0
ORD01137,2021-01-24,Coal India Suppliers,Kanpur,Hyderabad,Pharmaceuticals,Air,478,6,21,15,484216.83,622,Heavy Rainfall,1
ORD01138,2022-07-02,NTPC Materials,Jaipur,Bangalore,Electronics,Rail,1835,12,14,2,275241.1,918,None,0
ORD01139,2022-08-20,Mahindra Parts Ltd,Hyderabad,Ahmedabad,Industrial Machinery,Air,1268,10,14,4,444573.88,496,None,0
